VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
58,58,Sneha Rao,55,F,0
59,59,Ramesh Kumar,37,F,0
60,60,Manjunath Kumar,62,F,0
61,61,Deepa Gowda,60,M,0
62,62,Kavya Kumar,35,M,0
63,63,Sneha Patil,51,M,0
64,64,Deepa Patil,45,M,0
65,65,Vijay Patil,24,M,0
66,66,Anita Reddy,22,M,0
67,67,Farhan Kumar,36,F,0
68,68,Vijay Kumar,56,F,0
69,69,Sneha Naik,42,F,0
70,70,Deepa Patil,35,M,0
71,71,Manjunath Naik,26,F,0
72,72,Farhan Kumar,45,M,0
73,73,Sneha Hegde,23,F,0
74,74,Lakshmi Hegde,64,M,0
75,75,Arjun Hegde,58,F,0
76,76,Suresh Gowda,57,F,0
77,77,Sneha Reddy,46,M,0
78,78,Kavya Shetty,39,M,0
79,79,Sneha Gowda,59,F,0
80,80,Vijay Kumar,60,F,0
81,81,Deepa Naik,52,M,0
82,82,Manjunath Kumar,59,F,0
83,83,Deepa Hegde,19,F,0
84,84,Deepa Shetty,63,F,0
85,85,Deepa Gowda,25,F,0
86,86,Lakshmi Gowda,51,M,0
87,87,Lakshmi Shetty,20,F,0
88,88,Ramesh Hegde,37,F,0
89,89,Farhan Hegde,29,F,0
90,90,Manjunath Rao,46,F,0
91,91,Arjun Shetty,19,M,0
92,92,Suresh Shetty,51,F,0
93,93,Deepa Naik,57,F,0
94,94,Manjunath Shetty,63,M,0
95,95,Manjunath Patil,63,F,0
96,96,Arjun Shetty,26,F,0
97,97,Vijay Rao,26,F,0
98,98,Arjun Naik,54,F,0
99,99,Priya Hegde,56,M,0
100,100,Manjunath Patil,57,F,0
101,101,Lakshmi Kumar,21,F,0
102,102,Manjunath Gowda,42,F,0
103,103,Ramesh Shetty,63,F,0
104,104,Sneha Rao,48,M,0
105,105,Vijay Patil,27,M,0
106,106,Ramesh Shetty,51,M,0
107,107,Priya Rao,53,F,0
108,108,Farhan Hegde,27,F,0
109,109,Kavya Naik,33,M,0
110,110,Deepa Reddy,59,M,0
111,111,Sneha Rao,20,M,0
112,112,Anita Kumar,65,F,0
113,113,Priya Reddy,35,F,0
114,114,Manjunath Gowda,58,F,0
115,115,Kavya Gowda,51,F,0
116,116,Suresh Reddy,21,F,0
117,117,Sneha Gowda,52,M,0
118,118,Farhan Gowda,61,M,0
119,119,Farhan Naik,33,F,0
120,120,Sneha Kumar,33,M,0
121,121,Manjunath Shetty,60,M,0
122,122,Manjunath Patil,29,F,0
123,123,Suresh Reddy,41,M,0
124,124,Ramesh Naik,30,M,0
125,125,Suresh Reddy,38,M,0
126,126,Farhan Naik,49,F,0
127,127,Suresh Kumar,18,F,0
128,128,Ramesh Patil,18,M,0
129,129,Farhan Gowda,41,F,0
130,130,Suresh Reddy,45,F,0
131,131,Lakshmi Kumar,31,M,0
132,132,Ramesh Gowda,45,M,0
133,133,Kavya Rao,33,M,0
134,134,Anita Gowda,29,F,0
135,135,Vijay Naik,54,M,0
136,136,Manjunath Naik,64,F,0
137,137,Kavya Shetty,37,F,0
138,138,Suresh Naik,55,M,0
139,139,Farhan Patil,22,F,0
140,140,Arjun Hegde,28,M,0
141,141,Arjun Shetty,40,M,0
142,142,Deepa Reddy,38,M,0
143,143,Farhan Shetty,29,F,0
144,144,Lakshmi Hegde,30,F,0
145,145,Manjunath Gowda,61,M,0
146,146,Sneha Shetty,53,M,0
147,147,Sneha Reddy,49,M,0
148,148,Suresh Rao,52,F,0
149,149,Priya Naik,65,F,0
150,150,Kavya Rao,50,M,0
151,151,Anita Rao,58,F,0
152,152,Arjun Hegde,22,F,0
153,153,Ramesh Gowda,58,F,0
154,154,Arjun Hegde,34,M,0
155,155,Priya Reddy,18,M,0
156,156,Anita Shetty,22,M,0
157,157,Suresh Patil,40,F,0
158,158,Sneha Patil,36,M,0
159,159,Vijay Shetty,48,M,0
160,160,Vijay Shetty,35,M,0
161,161,Farhan Gowda,47,M,0
162,162,Lakshmi Shetty,65,F,0
163,163,Kavya Shetty,41,M,0
164,164,Vijay Patil,32,F,0
165,165,Manjunath Hegde,23,F,0
166,166,Priya Shetty,18,F,0
167,167,Farhan Reddy,21,M,0
168,168,Kavya Kumar,45,M,0
169,169,Deepa Hegde,44,M,0
170,170,Anita Gowda,63,M,0
171,171,Anita Gowda,18,M,0
172,172,Lakshmi Gowda,20,F,0
173,173,Ramesh Naik,59,F,0
174,174,Ramesh Patil,63,F,0
175,175,Vijay Hegde,55,M,0
176,176,Lakshmi Kumar,63,F,0
177,177,Kavya Naik,26,F,0
178,178,Suresh Hegde,37,F,0
179,179,Sneha Patil,54,M,0
180,180,Arjun Hegde,46,M,0
181,181,Vijay Patil,24,F,0
182,182,Suresh Hegde,56,F,0
183,183,Vijay Rao,60,F,0
184,184,Anita Rao,23,F,0
185,185,Manjunath Kumar,27,M,0
186,186,Manjunath Gowda,43,M,0
187,187,Kavya Rao,38,M,0
188,188,Kavya Gowda,24,M,0
189,189,Lakshmi Naik,21,F,0
190,190,Lakshmi Rao,64,F,0
191,191,Vijay Kumar,29,M,0
192,192,Priya Hegde,49,F,0
193,193,Arjun Naik,35,F,0
194,194,Lakshmi Reddy,34,M,0
195,195,Arjun Hegde,35,F,0
196,196,Farhan Patil,42,M,0
197,197,Sneha Rao,64,M,0
198,198,Arjun Gowda,48,M,0
199,199,Anita Gowda,49,F,0
200,200,Farhan Patil,45,F,0
201,201,Lakshmi Rao,26,M,0
202,202,Lakshmi Naik,28,F,0
203,203,Vijay Kumar,56,M,0
204,204,Arjun Kumar,37,F,0
205,205,Manjunath Naik,40,F,0
206,206,Suresh Gowda,64,M,0
207,207,Ramesh Kumar,26,M,0
208,208,Deepa Patil,59,M,0
209,209,Arjun Shetty,48,F,0
210,210,Lakshmi Gowda,45,M,0
211,211,Lakshmi Naik,39,F,0
212,212,Sneha Kumar,24,F,0
213,213,Kavya Reddy,63,F,0
214,214,Anita Reddy,26,F,0
215,215,Kavya Gowda,46,F,0
216,216,Farhan Hegde,50,F,0
217,217,Lakshmi Naik,30,M,0
218,218,Farhan Rao,45,M,0
219,219,Priya Kumar,40,F,0
220,220,Kavya Reddy,32,F,0
221,221,Anita Shetty,55,F,0
222,222,Sneha Hegde,51,M,0
223,223,Deepa Kumar,25,F,0
224,224,Vijay Reddy,49,M,0
225,225,Sneha Patil,59,M,0
226,226,Farhan Patil,46,F,0
227,227,Vijay Gowda,36,F,0
228,228,Arjun Hegde,18,M,0
229,229,Manjunath Naik,25,M,0
230,230,Priya Gowda,36,M,0
231,231,Sneha Patil,35,F,0
232,232,Vijay Naik,34,M,0
233,233,Farhan Naik,55,F,0
234,234,Anita Shetty,65,F,0
235,235,Ramesh Kumar,59,F,0
236,236,Deepa Kumar,50,M,0
237,237,Suresh Reddy,61,F,0
238,238,Anita Rao,29,F,0
239,239,Kavya Rao,28,F,0
240,240,Deepa Kumar,52,M,0
241,241,Farhan Hegde,55,M,0
242,242,Lakshmi Patil,41,M,0
243,243,Anita Hegde,53,F,0
244,244,Priya Patil,39,M,0
245,245,Farhan Rao,63,M,0
246,246,Anita Gowda,35,F,0
247,247,Priya Naik,47,F,0
248,248,Kavya Rao,62,F,0
249,249,Sneha Naik,38,F,0
250,250,Sneha Naik,49,M,0
251,251,Vijay Kumar,48,F,0
252,252,Lakshmi Patil,61,M,0
253,253,Manjunath Naik,35,F,0
254,254,Arjun Naik,24,F,0
255,255,Vijay Kumar,43,M,0
256,256,Lakshmi Naik,54,M,0
257,257,Farhan Patil,22,M,0
258,258,Deepa Patil,28,M,0
259,259,Farhan Gowda,24,F,0
260,260,Lakshmi Reddy,47,F,0
261,261,Deepa Rao,41,F,0
262,262,Kavya Naik,18,F,0
263,263,Kavya Rao,36,F,0
264,264,Ramesh Shetty,24,F,0
265,265,Ramesh Hegde,23,M,0
266,266,Farhan Reddy,33,M,0
267,267,Deepa Rao,30,F,0
268,268,Sneha Reddy,62,M,0
269,269,Anita Reddy,32,F,0
270,270,Kavya Shetty,52,F,0
271,271,Kavya Hegde,57,M,0
272,272,Anita Shetty,20,M,0
273,273,Ramesh Naik,59,F,0
274,274,Suresh Gowda,64,M,0
275,275,Deepa Patil,24,M,0
276,276,Priya Naik,42,F,0
277,277,Ramesh Rao,53,M,0
278,278,Priya Gowda,64,F,0
279,279,Arjun Kumar,58,F,0
280,280,Suresh Naik,45,F,0
281,281,Deepa Naik,49,F,0
282,282,Lakshmi Hegde,56,M,0
283,283,Kavya Shetty,36,M,0
284,284,Anita Kumar,42,M,0
285,285,Suresh Kumar,36,F,0
286,286,Manjunath Hegde,49,F,0
287,287,Ramesh Rao,32,M,0
288,288,Arjun Shetty,55,M,0
289,289,Sneha Kumar,38,F,0
290,290,Arjun Kumar,40,M,0
291,291,Farhan Naik,65,M,0
292,292,Lakshmi Patil,57,M,0
293,293,Manjunath Reddy,28,F,0
294,294,Deepa Naik,47,M,0
295,295,Anita Hegde,54,M,0
296,296,Ramesh Reddy,49,F,0
297,297,Priya Kumar,29,M,0
298,298,Sneha Shetty,47,F,0
299,299,Sneha Naik,57,M,0
300,300,Kavya Naik,63,F,0
301,301,Arjun Naik,62,F,0
302,302,Anita Naik,39,F,0
303,303,Sneha Hegde,53,M,0
304,304,Suresh Rao,63,F,0
305,305,Priya Gowda,46,M,0
306,306,Sneha Gowda,18,F,0
307,307,Vijay Hegde,46,M,0
308,308,Priya Shetty,22,F,0
309,309,Kavya Reddy,57,F,0
310,310,Kavya Rao,41,F,0
311,311,Anita Gowda,43,M,0
312,312,Farhan Hegde,52,M,0
313,313,Lakshmi Reddy,59,M,0
314,314,Manjunath Patil,63,F,0
315,315,Manjunath Kumar,33,F,0
316,316,Arjun Shetty,26,M,0
317,317,Farhan Reddy,42,F,0
318,318,Sneha Hegde,25,F,0
319,319,Kavya Rao,57,M,0
320,320,Ramesh Reddy,55,M,0
321,321,Ramesh Gowda,56,M,0
322,322,Deepa Patil,42,M,0
323,323,Vijay Naik,42,F,0
324,324,Farhan Rao,39,F,0
325,325,Farhan Gowda,51,M,0
326,326,Sneha Gowda,23,M,0
327,327,Manjunath Kumar,42,F,0
328,328,Farhan Naik,57,M,0
329,329,Anita Hegde,43,M,0
330,330,Arjun Rao,43,M,0
331,331,Suresh Hegde,49,M,0
332,332,Deepa Kumar,20,F,0
333,333,Deepa Kumar,48,M,0
334,334,Priya Patil,39,F,0
335,335,Lakshmi Shetty,46,M,0
336,336,Deepa Shetty,31,M,0
337,337,Manjunath Hegde,44,M,0
338,338,Suresh Shetty,61,F,0
339,339,Anita Kumar,49,M,0
340,340,Priya Gowda,48,F,0
341,341,Kavya Kumar,35,M,0
342,342,Deepa Naik,55,F,0
343,343,Farhan Kumar,20,F,0
344,344,Arjun Gowda,19,F,0
345,345,Sneha Kumar,58,M,0
346,346,Arjun Hegde,21,M,0
347,347,Sneha Naik,65,M,0
348,348,Vijay Rao,46,F,0
349,349,Priya Kumar,36,F,0
350,350,Arjun Hegde,49,F,0
351,351,Anita Rao,29,M,0
352,352,Lakshmi Shetty,41,F,0
353,353,Manjunath Shetty,54,F,0
354,354,Kavya Naik,35,M,0
355,355,Anita Patil,41,F,0
356,356,Farhan Patil,26,M,0
357,357,Kavya Shetty,30,M,0
358,358,Arjun Reddy,25,F,0
359,359,Arjun Reddy,62,M,0
360,360,Lakshmi Kumar,36,F,0
361,361,Lakshmi Gowda,52,F,0
362,362,Sneha Gowda,44,F,0
363,363,Sneha Gowda,32,M,0
364,364,Priya Gowda,20,M,0
365,365,Anita Rao,55,F,0
366,366,Sneha Gowda,31,F,0
367,367,Manjunath Kumar,23,F,0
368,368,Deepa Hegde,29,M,0
369,369,Lakshmi Naik,56,F,0
370,370,Deepa Gowda,25,F,0
371,371,Suresh Gowda,60,F,0
372,372,Farhan Reddy,38,F,0
373,373,Vijay Reddy,48,M,0
374,374,Sneha Kumar,58,F,0
375,375,Manjunath Gowda,39,M,0
376,376,Suresh Reddy,24,M,0
377,377,Manjunath Rao,21,F,0
378,378,Manjunath Rao,45,F,0
379,379,Sneha Reddy,35,F,0
380,380,Arjun Naik,44,F,0
381,381,Priya Shetty,35,M,0
382,382,Lakshmi Gowda,43,M,0
383,383,Farhan Naik,27,M,0
384,384,Priya Rao,27,F,0
385,385,Vijay Naik,46,F,0
386,386,Suresh Reddy,48,F,0
387,387,Arjun Shetty,58,F,0
388,388,Lakshmi Reddy,48,M,0
389,389,Kavya Naik,23,F,0
390,390,Deepa Reddy,25,M,0
391,391,Anita Kumar,36,F,0
392,392,Kavya Rao,22,M,0
393,393,Ramesh Shetty,34,M,0
394,394,Manjunath Rao,57,F,0
395,395,Deepa Rao,28,F,0
396,396,Anita Rao,54,M,0
397,397,Suresh Hegde,27,M,0
398,398,Kavya Shetty,31,M,0
399,399,Farhan Rao,59,M,0
400,400,Kavya Patil,23,F,0
401,401,Deepa Rao,27,M,0
402,402,Manjunath Hegde,34,M,0
403,403,Manjunath Hegde,29,M,0
404,404,Sneha Reddy,37,F,0
405,405,Arjun Naik,23,F,0
406,406,Farhan Kumar,39,M,0
