ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
274,274,Vijay Naik,57,1,1,1,1
275,275,Arjun Shetty,55,1,1,1,2
276,276,Ramesh Kumar,39,1,1,1,1
277,277,Anita Shetty,37,1,1,1,2
278,278,Kavya Rao,23,1,1,1,2
279,279,Lakshmi Shetty,41,1,1,1,1
280,280,Suresh Reddy,57,1,1,1,1
281,281,Priya Gowda,38,1,1,1,2
282,282,Kavya Shetty,49,1,1,1,1
283,283,Deepa Kumar,42,1,1,1,1
284,284,Priya Rao,24,1,1,1,2
285,285,Lakshmi Reddy,59,1,1,1,1
286,286,Arjun Hegde,43,1,1,1,2
287,287,Sneha Patil,54,1,1,1,1
288,288,Farhan Shetty,62,1,1,1,1
289,289,Anita Naik,27,1,1,1,1
290,290,Sneha Hegde,32,1,1,1,2
291,291,Kavya Reddy,65,1,1,1,2
292,292,Ramesh Naik,54,1,1,1,2
293,293,Deepa Reddy,26,1,1,1,1
294,294,Suresh Gowda,66,1,1,1,2
295,295,Farhan Rao,40,1,1,1,2
296,296,Priya Reddy,50,1,1,1,2
297,297,Ramesh Rao,42,1,1,1,1
298,298,Lakshmi Patil,25,1,1,1,2
299,299,Farhan Hegde,37,1,1,1,2
300,300,Deepa Gowda,68,1,1,1,1
301,301,Vijay Hegde,70,1,1,1,1
302,302,Arjun Shetty,51,1,1,1,1
303,303,Anita Rao,22,1,1,1,2
304,304,Suresh Reddy,36,1,1,1,2
305,305,Deepa Rao,70,1,1,1,2
306,306,Ramesh Gowda,54,1,1,1,2
307,307,Suresh Kumar,60,1,1,1,1
308,308,Ramesh Shetty,22,1,1,1,2
309,309,Deepa Shetty,26,1,1,1,2
310,310,Deepa Kumar,25,1,1,1,2
311,311,Farhan Patil,36,1,1,1,1
312,312,Suresh Reddy,41,1,1,1,1
313,313,Anita Shetty,49,1,1,1,2
314,314,Anita Rao,24,1,1,1,2
315,315,Farhan Patil,48,1,1,1,1
316,316,Arjun Patil,29,1,1,1,1
317,317,Kavya Reddy,67,1,1,1,1
318,318,Deepa Gowda,54,1,1,1,1
319,319,Vijay Reddy,57,1,1,1,2
320,320,Manjunath Reddy,26,1,1,1,1
321,321,Anita Rao,65,1,1,1,1
322,322,Kavya Hegde,24,1,1,1,2
323,323,Ramesh Rao,49,1,1,1,2
324,324,Deepa Naik,67,1,1,1,1
325,325,Sneha Rao,37,1,1,1,1
326,326,Manjunath Rao,50,1,1,1,1
327,327,Anita Reddy,25,1,1,1,2
328,328,Suresh Gowda,57,1,1,1,2
329,329,Farhan Gowda,55,1,1,1,1
330,330,Suresh Reddy,69,1,1,1,2
331,331,Ramesh Naik,22,1,1,1,1
332,332,Suresh Naik,62,1,1,1,2
333,333,Arjun Kumar,40,1,1,1,1
334,334,Lakshmi Naik,69,1,1,1,1
335,335,Arjun Patil,70,1,1,1,1
336,336,Farhan Naik,32,1,1,1,1
337,337,Vijay Gowda,60,1,1,1,2
338,338,Ramesh Hegde,39,1,1,1,1
339,339,Farhan Naik,68,1,1,1,2
340,340,Kavya Reddy,32,1,1,1,2
341,341,Anita Hegde,35,1,1,1,2
342,342,Sneha Naik,36,1,1,1,2
343,343,Deepa Gowda,49,1,1,1,2
344,344,Kavya Kumar,50,1,1,1,2
345,345,Manjunath Patil,69,1,1,1,2
346,346,Lakshmi Hegde,32,1,1,1,1
347,347,Manjunath Kumar,25,1,1,1,2
348,348,Suresh Gowda,46,1,1,1,1
349,349,Farhan Reddy,68,1,1,1,1
350,350,Manjunath Shetty,37,1,1,1,1
351,351,Suresh Kumar,41,1,1,1,1
352,352,Suresh Kumar,46,1,1,1,2
353,353,Anita Gowda,40,1,1,1,1
354,354,Arjun Gowda,53,1,1,1,2
355,355,Lakshmi Rao,49,1,1,1,1
356,356,Vijay Hegde,25,1,1,1,2
357,357,Ramesh Rao,58,1,1,1,2
358,358,Ramesh Gowda,69,1,1,1,2
359,359,Kavya Kumar,30,1,1,1,2
360,360,Arjun Shetty,69,1,1,1,1
361,361,Lakshmi Reddy,47,1,1,1,2
362,362,Deepa Hegde,40,1,1,1,2
363,363,Anita Naik,29,1,1,1,1
364,364,Suresh Rao,63,1,1,1,1
365,365,Vijay Gowda,27,1,1,1,1
366,366,Anita Hegde,45,1,1,1,2
367,367,Deepa Rao,64,1,1,1,2
368,368,Deepa Gowda,28,1,1,1,1
369,369,Manjunath Rao,69,1,1,1,2
370,370,Ramesh Gowda,68,1,1,1,1
371,371,Deepa Rao,55,1,1,1,2
372,372,Anita Rao,66,1,1,1,1
373,373,Deepa Patil,60,1,1,1,2
374,374,Lakshmi Patil,43,1,1,1,1
375,375,Arjun Patil,57,1,1,1,2
376,376,Anita Rao,44,1,1,1,2
377,377,Sneha Gowda,58,1,1,1,2
378,378,Kavya Reddy,63,1,1,1,1
379,379,Lakshmi Reddy,30,1,1,1,1
380,380,Farhan Naik,28,1,1,1,1
381,381,Arjun Kumar,67,1,1,1,2
382,382,Vijay Rao,52,1,1,1,1
383,383,Farhan Rao,58,1,1,1,1
384,384,Arjun Kumar,68,1,1,1,1
385,385,Suresh Naik,40,1,1,1,1
386,386,Sneha Rao,53,1,1,1,1
387,387,Priya Rao,41,1,1,1,1
388,388,Manjunath Naik,26,1,1,1,2
389,389,Farhan Patil,59,1,1,1,2
390,390,Manjunath Reddy,45,1,1,1,1
391,391,Kavya Reddy,26,1,1,1,1
392,392,Priya Reddy,43,1,1,1,1
393,393,Anita Gowda,41,1,1,1,2
394,394,Lakshmi Reddy,69,1,1,1,1
395,395,Deepa Hegde,66,1,1,1,2
396,396,Farhan Gowda,36,1,1,1,2
397,397,Arjun Rao,59,1,1,1,1
398,398,Sneha Gowda,56,1,1,1,2
399,399,Sneha Rao,64,1,1,1,1
400,400,Suresh Kumar,53,1,1,1,2
401,401,Manjunath Kumar,56,1,1,1,1
402,402,Anita Shetty,46,1,1,1,1
403,403,Farhan Kumar,21,1,1,1,2
404,404,Anita Shetty,21,1,1,1,1
405,405,Ramesh Gowda,31,1,1,1,1
406,406,Sneha Rao,23,1,1,1,2
