ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
187,187,Iqbal Khan,47,0,0,0,1
188,188,Manoj Poojary,31,0,0,0,1
189,189,Radha Rao,31,0,0,0,2
190,190,Nagaraj Reddy,53,0,0,0,1
191,191,Basavaraj Desai,57,0,0,0,1
192,192,Roopa Bhat,41,0,0,0,2
193,193,Radha Khan,46,0,0,0,2
194,194,Ravi Hiremath,23,0,0,0,1
195,195,Vidya Desai,69,0,0,0,2
196,196,Vinod Bhat,55,0,0,0,1
197,197,Swathi Nayak,46,0,0,0,2
198,198,Imran Patil,53,0,0,0,1
199,199,Deepa Rao,61,0,0,0,2
200,200,Iqbal Poojary,25,0,0,0,1
201,201,Girish D'Souza,43,0,0,0,1
202,202,Ganesh Patil,71,0,0,0,1
203,203,Harish D'Souza,70,0,0,0,1
204,204,Sunita Hegde,57,0,0,0,2
205,205,Priya Naik,62,0,0,0,2
206,206,Nagaraj Achar,23,0,0,0,1
207,207,Vijay Rao,55,0,0,0,1
208,208,Manjunath Gowda,72,0,0,0,1
209,209,Iqbal Desai,40,0,0,0,1
210,210,Fathima Gowda,64,0,0,0,2
211,211,Suresh Nayak,40,0,0,0,1
212,212,Joseph Rao,37,0,0,0,1
213,213,Harish Kulkarni,66,0,0,0,1
214,214,Ravi Patil,59,0,0,0,1
215,215,Salim Gowda,32,0,0,0,1
216,216,Ravi Achar,19,0,0,0,1
217,217,Geeta Pinto,71,0,0,0,2
218,218,Kiran Hiremath,20,0,0,0,1
219,219,Kavya Sait,56,0,0,0,2
220,220,Ashok Hegde,35,0,0,0,1
221,221,Shilpa Merchant,49,0,0,0,2
222,222,Meena D'Souza,35,0,0,0,2
223,223,Yogesh Patil,18,0,0,0,1
224,224,Sowmya Patil,55,0,0,0,2
225,225,Vidya Desai,52,0,0,0,2
226,226,Divya Reddy,53,0,0,0,2
227,227,Deepa Sait,31,0,0,0,2
228,228,Geeta Naik,45,0,0,0,2
229,229,Swathi Merchant,24,0,0,0,2
230,230,Lakshmi Bhat,26,0,0,0,2
231,231,Anil Rao,23,0,0,0,1
232,232,Lakshmi Poojary,43,0,0,0,2
233,233,Dinesh Bhat,21,0,0,0,1
234,234,Kusuma Patil,47,0,0,0,2
235,235,Salim Hiremath,63,0,0,0,1
236,236,Suresh Kulkarni,64,0,0,0,1
237,237,Roopa Merchant,63,0,0,0,2
238,238,Meena Gowda,39,0,0,0,2
239,239,Shalini Kulkarni,27,0,0,0,2
240,240,Kusuma Hegde,51,0,0,0,2
241,241,Vidya Achar,66,0,0,0,2
242,242,Arjun Kumar,68,0,0,0,1
243,243,Ananya Shetty,64,0,0,0,2
244,244,Chandru Reddy,18,0,0,0,1
245,245,Ravi Bhat,23,0,0,0,1
246,246,Manjunath Rao,55,0,0,0,1
247,247,Anthony Shetty,70,0,0,0,1
248,248,Swathi Patil,51,0,0,0,2
249,249,Srinivas Hiremath,39,0,0,0,1
250,250,Nandini Khan,22,0,0,0,2
251,251,Anil Patil,41,0,0,0,1
252,252,Geeta Naik,49,0,0,0,2
253,253,Mahesh Rao,43,0,0,0,1
254,254,Geeta Shetty,41,0,0,0,2
255,255,Harish Poojary,65,0,0,0,1
256,256,Suresh Patil,40,0,0,0,1
257,257,Sunita Rao,63,0,0,0,2
258,258,Harish Merchant,66,0,0,0,1
259,259,Shilpa Poojary,20,0,0,0,2
260,260,Harish Patil,62,0,0,0,1
261,261,Radha Poojary,52,0,0,0,2
262,262,Vijay Reddy,66,0,0,0,1
263,263,Ravi Hiremath,25,0,0,0,1
264,264,Swathi Shetty,60,0,0,0,2
265,265,Manoj Kumar,56,0,0,0,1
266,266,Kusuma Kulkarni,71,0,0,0,2
267,267,Vidya Shetty,40,0,0,0,2
268,268,Deepa D'Souza,57,0,0,0,2
269,269,Joseph Kulkarni,43,0,0,0,1
270,270,Ashok Bhat,65,0,0,0,1
271,271,Rajesh Nayak,45,0,0,0,1
272,272,Nagaraj Pinto,63,0,0,0,1
273,273,Kavya Kumar,25,0,0,0,2
274,274,Vinod Kumar,36,0,0,0,1
275,275,Nagaraj Naik,70,0,0,0,1
276,276,Manjunath Nayak,20,0,0,0,1
277,277,Ramesh Nayak,67,0,0,0,1
278,278,Suresh D'Souza,69,0,0,0,1
279,279,Girish Kumar,26,0,0,0,1
280,280,Arjun Hiremath,56,0,0,0,1
281,281,Radha Nayak,24,0,0,0,2
282,282,Farhan Naik,33,0,0,0,1
283,283,Naveen Khan,49,0,0,0,1
284,284,Fathima Rao,20,0,0,0,2
285,285,Ravi Naik,59,0,0,0,1
286,286,Yogesh Hiremath,22,0,0,0,1
287,287,Arjun Nayak,32,0,0,0,1
288,288,Shalini Desai,32,0,0,0,2
289,289,Anthony Hiremath,22,0,0,0,1
290,290,Sowmya Gowda,61,0,0,0,2
291,291,Ravi Nayak,68,0,0,0,1
292,292,Harish Shetty,34,0,0,0,1
293,293,Nagaraj Merchant,32,0,0,0,1
294,294,Ravi Kulkarni,61,0,0,0,1
295,295,Shalini Merchant,34,0,0,0,2
296,296,Nandini Pinto,46,0,0,0,2
297,297,Meena Nayak,52,0,0,0,2
298,298,Divya Pinto,53,0,0,0,2
299,299,Mahesh Desai,43,0,0,0,1
300,300,Basavaraj Hiremath,49,0,0,0,1
301,301,Sowmya Khan,58,0,0,0,2
302,302,Priya Nayak,23,0,0,0,2
303,303,Kiran Pinto,18,0,0,0,1
304,304,Nagaraj Kulkarni,56,0,0,0,1
305,305,Arjun Pinto,69,0,0,0,1
306,306,Chandru Khan,50,0,0,0,1
307,307,Joseph Kulkarni,18,0,0,0,1
308,308,Manoj D'Souza,45,0,0,0,1
309,309,Yogesh Hegde,55,0,0,0,1
310,310,Ashok Merchant,64,0,0,0,1
311,311,Nandini Gowda,44,0,0,0,2
312,312,Ramesh Hiremath,57,0,0,0,1
313,313,Shilpa Gowda,65,0,0,0,2
314,314,Manoj Pinto,41,0,0,0,1
315,315,Ravi Merchant,30,0,0,0,1
316,316,Dinesh Achar,30,0,0,0,1
317,317,Salim Khan,31,0,0,0,1
318,318,Vinod Rao,68,0,0,0,1
319,319,Iqbal Bhat,67,0,0,0,1
320,320,Nandini Hegde,71,0,0,0,2
321,321,Kavya Naik,56,0,0,0,2
322,322,Anita Nayak,42,0,0,0,2
323,323,Lakshmi Desai,59,0,0,0,2
324,324,Basavaraj Nayak,39,0,0,0,1
325,325,Kavya Rao,58,0,0,0,2
326,326,Joseph Hegde,44,0,0,0,1
327,327,Suresh Rao,67,0,0,0,1
328,328,Kusuma Hegde,54,0,0,0,2
329,329,Anil Naik,46,0,0,0,1
330,330,Basavaraj Hegde,65,0,0,0,1
331,331,Deepa Bhat,48,0,0,0,2
332,332,Roopa Kulkarni,56,0,0,0,2
333,333,Zoya Pinto,42,0,0,0,2
334,334,Divya Hegde,55,0,0,0,2
335,335,Mary Merchant,57,0,0,0,2
336,336,Rajesh Rao,33,0,0,0,1
337,337,Arjun Hiremath,38,0,0,0,1
338,338,Sowmya D'Souza,60,0,0,0,2
339,339,Rekha Rao,56,0,0,0,2
340,340,Mahesh Sait,36,0,0,0,1
341,341,Nandini D'Souza,50,0,0,0,2
342,342,Shalini Kulkarni,35,0,0,0,2
343,343,Basavaraj Gowda,71,0,0,0,1
344,344,Shilpa Patil,25,0,0,0,2
345,345,Vinod Hegde,44,0,0,0,1
346,346,Basavaraj Rao,24,0,0,0,1
347,347,Suresh Desai,35,0,0,0,1
348,348,Fathima Bhat,63,0,0,0,2
349,349,Vijay Poojary,49,0,0,0,1
350,350,Meena Nayak,21,0,0,0,2
351,351,Vidya Naik,24,0,0,0,2
352,352,Vijay Sait,29,0,0,0,1
353,353,Kavya Kulkarni,19,0,0,0,2
354,354,Radha Kulkarni,50,0,0,0,2
355,355,Swathi Achar,24,0,0,0,2
356,356,Prakash Nayak,62,0,0,0,1
357,357,Mary Desai,51,0,0,0,2
358,358,Ashok Khan,47,0,0,0,1
359,359,Kusuma Nayak,59,0,0,0,2
360,360,Pooja Reddy,51,0,0,0,2
361,361,Imran Khan,25,0,0,0,1
362,362,Yogesh Hiremath,30,0,0,0,1
363,363,Divya Achar,22,0,0,0,2
364,364,Farhan Kumar,20,0,0,0,1
365,365,Vinod Khan,42,0,0,0,1
366,366,Radha Merchant,50,0,0,0,2
367,367,Prakash Bhat,50,0,0,0,1
368,368,Priya Rao,55,0,0,0,2
369,369,Lakshmi Poojary,44,0,0,0,2
370,370,Manjunath Nayak,69,0,0,0,1
371,371,Girish Rao,43,0,0,0,1
372,372,Yogesh Rao,65,0,0,0,1
373,373,Nandini Hiremath,31,0,0,0,2
374,374,Ananya Khan,67,0,0,0,2
375,375,Imran Naik,29,0,0,0,1
376,376,Sunita Shetty,56,0,0,0,2
377,377,Roopa Reddy,44,0,0,0,2
378,378,Kusuma Hiremath,20,0,0,0,2
379,379,Kiran Patil,28,0,0,0,1
380,380,Mahesh Patil,22,0,0,0,1
381,381,Naveen Reddy,52,0,0,0,1
382,382,Nandini Poojary,20,0,0,0,2
383,383,Yogesh Hiremath,62,0,0,0,1
384,384,Geeta Gowda,33,0,0,0,2
385,385,Girish Reddy,64,0,0,0,1
386,386,Swathi Bhat,38,0,0,0,2
387,387,Anita Desai,61,0,0,0,2
388,388,Kavya Desai,58,0,0,0,2
389,389,Pooja Kulkarni,70,0,0,0,2
390,390,Shalini Khan,63,0,0,0,2
